num,img,title,field,organizer,start_day,finish_day,homepage
287,https://www.wevity.com/upload/contest/20240521191028_d1496925.jpg,제2회 정읍 웹툰 공모전,"디자인, 캐릭터, 웹툰",정읍시청,2024-04-23,2024-06-28,https://www.jeongeup.go.kr/board/view.jeongeup?menuCd=DOM_000001005002000000&boardId=BBS_0000012&contentsSid=2153&paging=ok&startPage=1&dataSid=1318600
288,https://www.wevity.com/upload/contest/20240524121200_ccd1423f.jpg,FUJIFILM 90th Photo Contest (후지필름 90주년 포토 콘테스트),"영상, UCC, 사진",후지필름,2024-05-14,2024-06-14,https://www.instagram.com/fujifilm_kr/p/C67b2D5yIK0/
289,https://www.wevity.com/upload/contest/20240521190326_9e892c5b.jpg,2024년 제2회 서울아이 뛰움 체조 경연대회,"예체능, 미술, 음악",서울특별시,2024-07-04,2024-07-05,https://www.seoulhp.com/seoul/bbs/BMSR00040/view.do?boardId=2623&menuNo=200170
290,https://www.wevity.com/upload/contest/20240524120313_c66bf475.jpg,장성군 고향사랑기부제 기금사업 아이디어 공모전,"기획, 아이디어",장성군,2024-05-08,2024-06-07,https://blog.naver.com/yellowcity-js/223446381853
291,https://www.wevity.com/upload/contest/20240524115837_58973c25.jpg,2024년 중학생 대상 웹툰·일러스트 공모전,"디자인, 캐릭터, 웹툰",군포e비즈니스고등학교,2024-06-03,2024-06-14,http://gp-ebizgo.goegu.kr/subList/31000010529?pmode=detail&nttSeq=3452
292,https://www.wevity.com/upload/contest/20240524113006_9358c6d7.jpg,대전충청권 직장인 발로란트 대회 (직장인 VAL 대전),"게임, 소프트웨어",대전정보문화산업진흥원,2024-05-22,2024-06-04,https://www.instagram.com/p/C7QeUQNN4a0/
293,https://www.wevity.com/upload/contest/20240521185232_c7c77cb6.jpg,2024 대전광역시 공공데이터 활용 경진대회,"과학, 공학",대전광역시 등,2024-05-16,2024-06-15,https://pms.dicia.or.kr/mgmt/mjgg/mjggMgmtView.do
294,https://www.wevity.com/upload/contest/20240524112346_50580425.jpg,"제2회 서울은평청년영화제 출품, 제작지원 공모","영상, UCC, 사진",은평구,2024-05-14,2024-06-24,https://www.esfilmfest.com/
295,https://www.wevity.com/upload/contest/20240524111530_f8902965.jpg,​인공위성 COTS 부품 적용을 위한 우주방사선 차폐성능 측정용 큐브위성 개발 공모전,"과학, 공학",스페이스앤빈,2024-05-17,2024-06-07,https://www.spacenbean.com/challenge
296,https://www.wevity.com/upload/contest/20240524105142_eaf47cea.jpg,2024 제12회 50년후의 바다상상하기 그림 공모전,"디자인, 캐릭터, 웹툰",머니투데이,2024-05-13,2024-06-28,https://blog.naver.com/mtnewmedia/223441478831
297,https://www.wevity.com/upload/contest/20240524032055_ba2c9877.jpg,2024 창비어린이 신인문학상,"문학, 글, 시나리오",창비,2024-01-01,2024-09-30,https://www.changbi.com/contest?type=2
298,https://www.wevity.com/upload/contest/20240524030259_0ac737d3.jpg,2024 마해송문학상,"문학, 글, 시나리오",문학과지성사,2024-01-01,2024-09-30,https://moonji.com/about/awards/mhs/
299,https://www.wevity.com/upload/contest/20240524022509_32eb1d47.jpg,제12회 송순문학상 작품공모,"문학, 글, 시나리오",담양군,2024-07-01,2024-07-31,https://www.damyang.go.kr/board/detail?boardId=BBS_0000001&domainId=DOM_0000001&menuCd=DOM_000000190001001000&contentsSid=1&dataSid=718101
300,https://www.wevity.com/upload/contest/20240524021350_c8e366c2.jpg,2024년 제10회 중앙학생시조백일장 및 제7회 중앙학생시조암송경연대회,"문학, 글, 시나리오",한국시조시인협회,2024-04-14,2024-06-22,http://www.hankuksijo.com/default/customer/customer04.php?sub=04&com_board_basic=read_form&com_board_idx=53&com_board_id=1
301,https://www.wevity.com/upload/contest/20240527232654_2307f45f.jpg,제41회 영농·생활 수기 작품 공모,"문학, 글, 시나리오",농민신문사,2024-05-22,2024-07-01,https://www.nongmin.com/article/20240520500782
302,https://www.wevity.com/upload/contest/20240521155349_eb85bc6c.jpg,2024 국제 저작권 보호 공모전,"광고, 마케팅",한국저작권보호원,2024-05-20,2024-06-16,http://www.copyrightrightnow.com/
303,https://www.wevity.com/upload/contest/20240524015500_be8f9c1e.jpg,2024 AMI 데이터 활용 신서비스 아이디어 공모전,"기획, 아이디어","한국전력공사, 산업통상자원부",2024-05-22,2024-07-19,https://home.kepco.co.kr/kepco/CW/ntcob/ntcobView.do?boardCd=BRD_000605&boardSeq=21067044&parnScrpSeq=0&tempRnum=1&searchCondition=total&searchKeyword=
304,https://www.wevity.com/upload/contest/20240521154853_9cce63ce.jpg,제12회 부산국제코미디페스티벌 자원봉사자 모집,봉사활동,(사)부산국제코미디페스티벌조직위원회,2024-05-21,2024-06-17,http://bicf.kr/
305,https://www.wevity.com/upload/contest/20240521154111_3d6b843f.jpg,2024 마포 사진 공모전 (별별마포),"영상, UCC, 사진",(재)마포문화재단,2024-05-20,2024-06-30,https://www.mfac.or.kr/communication/notice_all_view.jsp?sc_b_code=BOARD_1207683401&sc_type=1&pk_seq=8297&sc_cond=b_subject&page=1
306,https://www.wevity.com/upload/contest/20240524014938_6b254738.jpg,인천서구 고향사랑기부제 답례품 아이디어 공모전,"기획, 아이디어",인천광역시 서구,2024-05-13,2024-06-12,https://www.seo.incheon.kr/open_content/main/bbs/bbsMsgDetail.do?bcd=notice&msg_seq=28260
307,https://www.wevity.com/upload/contest/20240524014508_17023e74.jpg,경북형 자치경찰 정책 아이디어 공모전,"기획, 아이디어",경상북도자치경찰위원회,2024-03-20,2024-06-19,https://gb.go.kr/Main/gbpolice/page.do?mnu_uid=7982&BD_CODE=saemaeul_notice_new&cmd=2&B_NUM=394490001&B_STEP=394490000&V_NUM=
308,https://www.wevity.com/upload/contest/20240524013155_77c6bb14.jpg,2024 광명업사이클아트센터 상생기부를 위한 업사이클 가구 공모전,"건축, 건설, 인테리어",광명시,2024-05-16,2024-06-16,https://www.gm.go.kr/pt/user/nftcBbs/BD_selectNftcBbsDetail.do?q_nftcBbsCode=1001&q_nftcBbsMgtno=56847
309,https://www.wevity.com/upload/contest/20240524012056_fae6e118.jpg,제34회 대한민국장애인문학상,"문학, 글, 시나리오",한국장애인문화예술단체총연합회,2024-05-21,2024-07-31,http://fdca.or.kr/bbs/content.php?co_id=business03b
310,https://www.wevity.com/upload/contest/20240524011310_ee63a68f.jpg,제34회 대한민국장애인미술대전,"예체능, 미술, 음악",한국장애인문화예술단체총연합회,2024-05-21,2024-07-31,http://www.fdca.or.kr/bbs/content.php?co_id=business03c
311,https://www.wevity.com/upload/contest/20240520231628_49c062a6.jpg,성북구청 2024 성북 참약속 에세이 공모전,"문학, 글, 시나리오",성북구청,2024-05-20,2024-06-14,https://www.sb.go.kr/main/cop/bbs/selectBoardArticle.do?bbsId=B0317_main&nttId=9503001&menuNo=95000000&subMenuNo=95030000&thirdMenuNo=95031000&fourthMenuNo=null
312,https://www.wevity.com/upload/contest/20240522234101_137f9400.jpg,2024년 바다내비 활용 우수사례 공모전,기타,해양수산부,2024-05-17,2024-06-14,https://www.komsa.or.kr/bbs/BBSMSTR_000000000738/view.do?nttId=B000000023675Cg5oE5&mno=sub05_01
313,https://www.wevity.com/upload/contest/20240520225315_3b6beab9.jpg,LS ELECTRIC ESG 봉사단 하이라이트 3기 모집,봉사활동,LS ELECTRIC,2024-05-10,2024-06-12,https://blog.naver.com/ls-electric/223441430303
314,https://www.wevity.com/upload/contest/20240520224913_d617c3b1.jpg,2024년 제12회 대전청년유니브연극제 참가작 모집,"예체능, 미술, 음악","대전민예총, 대전청년유니브연극제조직위원회",2024-05-20,2024-06-07,http://www.dyutf.or.kr/
315,https://www.wevity.com/upload/contest/20240522230107_d5cc3761.jpg,2024 세명대학교 신발디자인 공모전,"디자인, 캐릭터, 웹툰",세명대학교,2024-05-20,2024-07-12,http://www.semyung.ac.kr/dfd/sub06_01.do
316,https://www.wevity.com/upload/contest/20240520224020_773065be.jpg,2024 경기도 자치분권 청년서포터즈 모집,"대외활동, 서포터즈",경기도청,2024-05-20,2024-06-07,https://www.hopenest.kr/26
317,https://www.wevity.com/upload/contest/20240522222514_4ac2f3c5.jpg,2024년 제8회 이순신 독후감 공모,"문학, 글, 시나리오",부산여해재단,2024-04-03,2024-08-31,http://www.bsyeohae.com/waybbs/way_bbs.php?bo_table=book&wr_id=18
318,https://www.wevity.com/upload/contest/20240520182709_247f3956.jpg,[무료] 삼성 Financial Networks 금융연수프로그램 5기 모집,"기획, 아이디어, 광고, 마케팅, 대외활동, 서포터즈, 취업, 창업, 기타",삼성생명,2024-05-20,2024-06-11,https://app.catchsecu.com/project/cc3adc7c5fc1f8f/form 
319,https://www.wevity.com/upload/contest/20240520221711_c6560b74.jpg,가락종합사회복지관 송파2동 주민만나기 봉사자 모집,봉사활동,가락종합사회복지관,2024-05-21,2024-06-04,https://www.wevity.com/?c=find&s=1&gbn=view&gp=1&ix=87348
320,https://www.wevity.com/upload/contest/20240522221645_74503362.jpg,제6회 김유정 청소년문학상 공모,"문학, 글, 시나리오",김유정기념사업회,2024-06-01,2024-07-31,https://www.yjkim.co.kr/bbs_shop/read.htm?me_popup=&auto_frame=&cate_sub_idx=0&search_first_subject=&list_mode=board&board_code=sub0401&search_key=&key=&page=&idx=1260876
321,https://www.wevity.com/upload/contest/20240520221238_389eab16.jpg,2024 서울관광재단 투어테이너 모집,"대외활동, 서포터즈",서울관광재단,2024-05-20,2024-06-07,https://www.onemoretrip.net/ko/2024-투어테이너-모집6-7/
322,https://www.wevity.com/upload/contest/20240522091945_7dc60a4d.jpg,㈜엠브이아이와 함께하는 제3회 유니버설디자인 공모전,"디자인, 캐릭터, 웹툰",한남대학교 사회혁신성장지원센터 외,2024-05-10,2024-07-05,http://social.hannam.ac.kr/sub4/menu_1.html?pPostNo=188544&isGongjiPostList=N
323,https://www.wevity.com/upload/contest/20240520215928_cf641c7d.jpg,2024 한미협회 대학(원)생 서포터즈 모집,"대외활동, 서포터즈",한미협회,2024-05-20,2024-07-31,http://koramas.or.kr/kor/bbs/board.php?bo_table=sub04&wr_id=15
324,https://www.wevity.com/upload/contest/20240520215554_b62eff24.jpg,제 18기 한국수자원공사 (K-water) 대학생 서포터즈 모집,"대외활동, 서포터즈",한국수자원공사,2024-05-20,2024-06-13,https://www.kwater.or.kr/unisupporters/uniSupporters2024Page.do?s_mid=2075
325,https://www.wevity.com/upload/contest/20240522083216_218cf3bb.jpg,일루미엘 영상 광고 공모전,"광고, 마케팅",일루미엘,2024-06-17,2024-06-23,https://illumiel.co.kr/board/event/read.html?no=524&board_no=2
326,https://www.wevity.com/upload/contest/20240522082817_e1301787.jpg,낙동강세계평화 문화 대축전 축제명 아이디어 공모,"기획, 아이디어",칠곡문화관광재단,2024-05-08,2024-06-09,http://www.chilgokctf.or.kr/ctf/bbs/view.do?mId=0501000000&bIdx=181440&ptIdx=425
327,https://www.wevity.com/upload/contest/20240522015818_8279e80c.jpg,2024 경기도 반려동물산업 창업공모전 참여자 모집,"취업, 창업",경기도,2024-05-13,2024-06-11,https://gsp.or.kr/supportProject/UVSD0001.do?sportSeq=5412
328,https://www.wevity.com/upload/contest/20240522015330_fc344ebd.jpg,제12회 경기정원문화박람회 전문정원 작품 공모전,"건축, 건설, 인테리어","경기도, 남양주시",2024-06-05,2024-06-07,http://www.gggarden.kr/index_2024.html
329,https://www.wevity.com/upload/contest/20240520204710_80b2cc04.jpg,2024년 한국청소년상담복지개발원 청소년자문단 모집,봉사활동,한국청소년상담복지개발원,2024-05-20,2024-06-07,https://www.kyci.or.kr/boardManagement/board.asp?menuCategory=5&page=&nselect=&findstr=&bid=bid_1&subView=&boIdxMax=&board_menu=view&boIdx=7156
330,https://www.wevity.com/upload/contest/20240522014753_b373194b.jpg,제12회 경기정원문화박람회 생활정원 작품 공모전,"건축, 건설, 인테리어","경기도, 남양주시",2024-06-05,2024-06-07,http://www.gggarden.kr/index_2024_02.html
331,https://www.wevity.com/upload/contest/20240522005600_1ebf0adf.jpg,2024 진천군 정책 아이디어 전국 공모전,"기획, 아이디어",진천군,2024-05-13,2024-06-25,https://sotong.go.kr/front/epilogue/epilogueNewViewPage.do?bbs_id=4520d3cf71ca4e43a06dbc969b6001ab&date_range=all&epilogue_bgnde_cnddt=&epilogue_endde_cnddt=&date_range_cnddt&pagetype=bbs
332,https://www.wevity.com/upload/contest/20240520200703_6f4cfd26.jpg,2024 강릉단오제 전국 백일장,"문학, 글, 시나리오",강릉단오제위원회,2024-05-20,2024-06-08,https://cafe.daum.net/mun-in
333,https://www.wevity.com/upload/contest/20240520194759_2b761eeb.jpg,제2회 한국음악저작권협회 논문공모전,"논문, 리포트",한국음악저작권협회,2024-05-20,2024-08-20,https://www.komca.or.kr/CTLJSP
334,https://www.wevity.com/upload/contest/20240527133640_4428e70f.jpg,[여신금융협회] 제8기 서포크레딧 대학생 신용홍보단 모집,"대외활동, 서포터즈",여신금융협회,2024-05-20,2024-06-14,https://www.educrefia.or.kr/creditPr/intro?menuId=12040&topMenuId=12026
335,https://www.wevity.com/upload/contest/20240522004843_16ba7832.jpg,제2회 대구 동구 유튜브 영상 공모전,"영상, UCC, 사진",대구광역시,2024-09-19,2024-09-30,https://sotong.go.kr/front/epilogue/epilogueNewViewPage.do?bbs_id=2b918b7015bd447eaca7526683b087bb&date_range=all&epilogue_bgnde_cnddt=&epilogue_endde_cnddt=&date_range_cnddt&pagetype=bbs
336,https://www.wevity.com/upload/contest/20240528104400_a39b4ddf.jpg,2024년 학교급식 캐릭터 공모전,"디자인, 캐릭터, 웹툰",교육부,2024-05-13,2024-06-28,https://www.sfic.go.kr/index.do
337,https://www.wevity.com/upload/contest/20240520193916_167ab5f5.jpg,2024년 제2회 AI프로그래밍(무인이동체제어) 민간기능경기대회,"과학, 공학",사단법인 한국기능연합회,2024-05-20,2024-06-05,https://blog.naver.com/pm_committee
338,https://www.wevity.com/upload/contest/20240521235126_e80a7476.jpg,2025경남관광박람회 전국축제공모전,"영상, UCC, 사진",경남관광박람회,2024-05-16,2025-01-03,https://blog.naver.com/kandc6401/223448751568
339,https://www.wevity.com/upload/contest/20240521234336_9a2a4f9a.jpg,제16회 황토골 무안 전국요리 경연대회,"예체능, 미술, 음악",무안군,2024-05-13,2024-06-27,https://www.muan.go.kr/atec/participation/notice?mode=view&idx=15182103
340,https://www.wevity.com/upload/contest/20240521233551_676c350d.jpg,2024년 ESGI 주민참여 아이디어 공모전,"기획, 아이디어",남동구도시관리공단,2024-05-03,2024-07-12,https://www.namdongcmc.co.kr/new2013/sub02/sub02_01_view.asp?bid=10&pid=1299&num=
341,https://www.wevity.com/upload/contest/20240521232421_c33ac923.jpg,제4회 Jeolla 누벨바그영화제,"영상, UCC, 사진","전라북도, 한국예총 전라북연합회",2024-05-15,2024-06-19,http://www.jnv.kr/module/board/read_form.html?bid=tkjpCX&aid=vfFrVw&pn=customer
342,https://www.wevity.com/upload/contest/20240521225415_12a9759d.jpg,2024 서울시 콘텐츠 산업분야 청년 창작자 창업지원사업 참여자 모집,기타,서울특별시,2024-05-13,2024-06-14,https://sangsangbiz.seoul.go.kr/work-consulting.php
343,https://www.wevity.com/upload/contest/20240521224537_31827fad.jpg,2024 대교국제조형심포지엄 참여 작가 모집,"예체능, 미술, 음악",세계청소년문화재단,2024-05-27,2024-06-05,https://www.actionfordream.org/company/symposium/read.do?reqPageNo=1&no=2055
344,https://www.wevity.com/upload/contest/20240521223426_c29fa74e.jpg,경기도교육청 학생통학차량 이름 짓기 공모전,"네이밍, 슬로건",경기도교육청,2024-05-22,2024-06-05,"https://www.goe.go.kr/home/bbs/noticeDetail.do?menuId=100000000000058&bbsMasterId=BBSMSTR_000000000247&menuInit=2,1,0,0,0&bbsId=1046247"
345,https://www.wevity.com/upload/contest/20240520180925_ef13471e.jpg,2024 광주시문화재단 SNS 서포터즈 모집,"대외활동, 서포터즈",광주시문화재단,2024-05-16,2024-06-09,https://www.nsart.or.kr/board/pnotice.do?act=read&bpoId=757&bcaId=0&pageIndex=1
346,https://www.wevity.com/upload/contest/20240520172954_5964021b.jpg,2024년 제7회 프로토타입모델링(항공드론제작) 민간기능경기대회,"과학, 공학",사단법인 한국기능연합회,2024-05-20,2024-06-05,https://blog.naver.com/pm_committee
347,https://www.wevity.com/upload/contest/20240521222614_88d818f9.jpg,[2024 BIKY] 19회 부산국제어린이청소년영화제 영화 포스터 그림 공모전,"디자인, 캐릭터, 웹툰",부산국제어린이청소년영화제,2024-05-16,2024-06-14,https://www.biky.or.kr/news/notice/1361
